referrer,views_total,views_unique
Bing,26,4
Google,24,8
astro-informatics.github.io,16,4
github.com,12,7
DuckDuckGo,4,1
jasonmcewen.org,3,1
askabalan.github.io,1,1
chatgpt.com,1,1
linkedin.com,1,1
sciencedirect.com,1,1
