url_path,views_total,views_unique
/astro-informatics/s2fft,82,53
/astro-informatics/s2fft/pulls,12,3
/astro-informatics/s2fft/pull/290,10,4
/astro-informatics/s2fft/blob/main/pyproject.toml,8,4
/astro-informatics/s2fft/issues,8,4
/astro-informatics/s2fft/tree/main/s2fft,6,4
/astro-informatics/s2fft/actions/runs/15767610582,6,1
/astro-informatics/s2fft/actions/runs/15767610582/job/44446869805,5,2
/astro-informatics/s2fft/actions,4,1
/astro-informatics/s2fft/actions/runs/15766965730/job/44445159193,4,1
