time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-19 00:00:00+00:00,46.0,18.0,7,4
2025-09-20 00:00:00+00:00,9.0,8.0,4,1
2025-09-21 00:00:00+00:00,10.0,6.0,32,2
2025-09-22 00:00:00+00:00,20.0,17.0,11,5
2025-09-23 00:00:00+00:00,8.0,8.0,8,4
2025-09-24 00:00:00+00:00,8.0,7.0,5,4
2025-09-25 00:00:00+00:00,15.0,5.0,22,8
2025-09-26 00:00:00+00:00,5.0,5.0,4,4
2025-09-27 00:00:00+00:00,7.0,7.0,2,2
2025-09-28 00:00:00+00:00,7.0,3.0,21,2
2025-09-29 00:00:00+00:00,13.0,12.0,13,4
2025-09-30 00:00:00+00:00,18.0,18.0,24,2
2025-10-01 00:00:00+00:00,7.0,7.0,13,7
2025-10-02 00:00:00+00:00,,,1,1
