url_path,views_total,views_unique
/astro-informatics/s2fft,40,27
/astro-informatics/s2fft/issues,9,6
/astro-informatics/s2fft/pulls,9,6
/astro-informatics/s2fft/tree/main,7,1
/astro-informatics/s2fft/blob/main/notebooks/turok_gpu_test.ipynb,6,6
/astro-informatics/s2fft/blob/main/notebooks/precompute_transforms.ipynb,5,5
/astro-informatics/s2fft/blob/main/examples/spherical_harmonic_transform.py,5,1
/astro-informatics/s2fft/blob/main/notebooks/timing_tests.ipynb,3,3
/astro-informatics/s2fft/blob/main/docs/api/transforms/wigner.rst,3,1
/astro-informatics/s2fft/actions/workflows/linting.yml,2,2
