referrer,views_total,views_unique
astro-informatics.github.io,113,7
Google,53,13
edgeservices.bing.com,23,1
DuckDuckGo,19,1
jasonmcewen.org,10,2
github.com,9,5
paperswithcode.com,8,1
Bing,5,1
sciencedirect.com,5,1
pypi.org,3,1
