referrer,views_total,views_unique
linkedin.com,70,52
Google,58,18
com.linkedin.android,32,23
github.com,20,11
DuckDuckGo,18,1
Bing,14,1
chatgpt.com,8,2
statics.teams.cdn.office.net,4,4
arxiv.org,4,2
cn.bing.com,4,1
