referrer,views_total,views_unique
linkedin.com,288,222
com.linkedin.android,71,56
Google,66,18
github.com,34,11
DuckDuckGo,16,2
lnkd.in,15,14
cn.bing.com,15,4
Bing,6,1
jasonmcewen.org,3,1
statics.teams.cdn.office.net,2,2
