referrer,views_total,views_unique
Google,85,22
astro-informatics.github.io,30,6
github.com,12,4
Bing,10,1
ecosia.org,7,1
linkedin.com,5,5
jasonmcewen.org,5,1
com.linkedin.android,3,2
arxiv.org,2,2
chatgpt.com,2,1
