referrer,views_total,views_unique
github.com,82,7
Google,73,22
jasonmcewen.org,6,1
pypi.org,5,1
astro-informatics.github.io,3,2
DuckDuckGo,2,2
chatgpt.com,2,2
dongaigc.com,1,1
