url_path,views_total,views_unique
/astro-informatics/s2fft,63,36
/astro-informatics/s2fft/pulls,24,2
/astro-informatics/s2fft/tree/main/s2fft,23,8
/astro-informatics/s2fft/pull/290,18,4
/astro-informatics/s2fft/tree/main/notebooks,12,6
/astro-informatics/s2fft/tree/main,12,3
/astro-informatics/s2fft/tree/main/s2fft/transforms,11,4
/astro-informatics/s2fft/blob/main/s2fft/transforms/spherical.py,7,4
/astro-informatics/s2fft/blob/main/notebooks/spherical_rotation.ipynb,7,3
/astro-informatics/s2fft/blob/main/notebooks/torch_frontend.ipynb,7,2
